model_name,cross_val_score,Accuracy,Precision,Recall,F1_score,auc,kappa,mathew_coef,model_runtime,dataset,subject
 => SVM,0.488,0.425,0.424812030075188,0.425,0.42464040025015637,0.425,-0.1499999999999999,-0.15018785229652767,0:00:00.129012,BCICIV_I,BCICIV_calib_ds1d
bandpass -> PSD => KNN,0.488,0.375,0.36666666666666664,0.375,0.3650793650793651,0.375,-0.25,-0.25819888974716115,0:00:00.048436,BCICIV_I,BCICIV_calib_ds1d
STD_Scaler => SVM,0.487,0.43103448275862066,0.4526193780597539,0.43103448275862066,0.4246388461619719,0.4294573643410853,0.24228028503562937,0.24670841768405596,0:00:00.162081,BCICIV_II,A01T
STD_Scaler => SVM,0.487,0.43103448275862066,0.4526193780597539,0.43103448275862066,0.4246388461619719,0.4294573643410853,0.24228028503562937,0.24670841768405596,0:00:00.159918,BCICIV_II,A01T
STD_Scaler => LDA,0.487,0.3448275862068966,0.3545738517380985,0.3448275862068966,0.34335721749514847,0.5899224806201551,0.1285092922103599,0.13000503389237036,0:00:08.250240,BCICIV_II,A02T
STD_Scaler => LDA,0.487,0.3448275862068966,0.3545738517380985,0.3448275862068966,0.34335721749514847,0.5899224806201551,0.1285092922103599,0.13000503389237036,0:00:08.642941,BCICIV_II,A02T
Wavelet => LDA,0.487,0.3275862068965517,0.34195402298850575,0.3275862068965517,0.3253057962997111,0.5356589147286822,0.10380348652931859,0.10561700234186709,0:00:01.186267,BCICIV_II,A09T
Wavelet => LDA,0.487,0.3275862068965517,0.34195402298850575,0.3275862068965517,0.3253057962997111,0.5356589147286822,0.10380348652931859,0.10561700234186709,0:00:01.186267,BCICIV_II,A09T
STD_Scaler => LDA,0.483,0.5,0.5028183023872679,0.5,0.5000023541736557,0.49534883720930234,0.33333333333333337,0.33399565573729856,0:00:08.605225,BCICIV_II,A05T
PSD -> Time Domain Features -> STD_Scaler => KNN,0.483,0.4928571428571429,0.4928439991821713,0.4928571428571429,0.4926241641570108,0.4928571428571429,-0.014285714285714235,-0.014298851919775802,0:00:00.032954,BCICIV_I,all
 => KNN,0.481,0.675,0.6754385964912281,0.675,0.6747967479674797,0.6749999999999999,0.35,0.35043832202523123,0:00:00.120952,BCICIV_I,BCICIV_calib_ds1a
 => SVM,0.481,0.675,0.6754385964912281,0.675,0.6747967479674797,0.6749999999999999,0.35,0.35043832202523123,0:00:00.154781,BCICIV_I,BCICIV_calib_ds1g
STD_Scaler => SVM,0.481,0.575,0.5751879699248119,0.575,0.5747342088805503,0.5750000000000001,0.15000000000000002,0.15018785229652767,0:00:00.128133,BCICIV_I,BCICIV_calib_ds1d
Wavelet => KNN,0.481,0.575,0.5767263427109974,0.575,0.572595851665619,0.5750000000000001,0.15000000000000002,0.1517165212272521,0:00:00.030742,BCICIV_I,BCICIV_calib_ds1g
Wavelet => KNN,0.481,0.575,0.5767263427109974,0.575,0.572595851665619,0.5750000000000001,0.15000000000000002,0.1517165212272521,0:00:00.030742,BCICIV_I,BCICIV_calib_ds1g
 => KNN,0.481,0.525,0.525062656641604,0.525,0.5247029393370857,0.525,0.050000000000000044,0.05006261743217589,0:00:00.095574,BCICIV_I,BCICIV_calib_ds1b
Wavelet => KNN,0.481,0.525,0.525062656641604,0.525,0.5247029393370857,0.525,0.050000000000000044,0.05006261743217589,0:00:00.032310,BCICIV_I,BCICIV_calib_ds1b
Wavelet => KNN,0.481,0.525,0.525062656641604,0.525,0.5247029393370857,0.525,0.050000000000000044,0.05006261743217589,0:00:00.032310,BCICIV_I,BCICIV_calib_ds1b
Wavelet -> Time Domain Features => LDA,0.481,0.425,0.42000000000000004,0.425,0.4158730158730159,0.42500000000000004,-0.1499999999999999,-0.15491933384829668,0:00:00.427694,BCICIV_I,BCICIV_calib_ds1c
 => KNN,0.475,0.675,0.6866666666666668,0.675,0.6698412698412699,0.6750000000000002,0.35,0.3614784456460256,0:00:00.088410,BCICIV_I,BCICIV_calib_ds1e
Wavelet => KNN,0.475,0.675,0.6866666666666668,0.675,0.6698412698412699,0.6750000000000002,0.35,0.3614784456460256,0:00:00.037602,BCICIV_I,BCICIV_calib_ds1e
Wavelet => KNN,0.475,0.675,0.6866666666666668,0.675,0.6698412698412699,0.6750000000000002,0.35,0.3614784456460256,0:00:00.037602,BCICIV_I,BCICIV_calib_ds1e
Wavelet => KNN,0.475,0.575,0.5751879699248119,0.575,0.5747342088805503,0.575,0.15000000000000002,0.15018785229652767,0:00:00.028144,BCICIV_I,BCICIV_calib_ds1a
Wavelet => KNN,0.475,0.575,0.5751879699248119,0.575,0.5747342088805503,0.575,0.15000000000000002,0.15018785229652767,0:00:00.028144,BCICIV_I,BCICIV_calib_ds1a
Wavelet => SVM,0.475,0.575,0.5767263427109974,0.575,0.572595851665619,0.5750000000000001,0.15000000000000002,0.1517165212272521,0:00:00.048731,BCICIV_I,BCICIV_calib_ds1c
Wavelet => SVM,0.475,0.575,0.5767263427109974,0.575,0.572595851665619,0.5750000000000001,0.15000000000000002,0.1517165212272521,0:00:00.048731,BCICIV_I,BCICIV_calib_ds1c
PSD -> Time Domain Features -> STD_Scaler => LDA,0.475,0.525,0.5255754475703325,0.525,0.5223130106851037,0.525,0.050000000000000044,0.05057217374241736,0:00:00.449176,BCICIV_I,BCICIV_calib_ds1e
STD_Scaler => XGB,0.474,0.39655172413793105,0.41251767164546077,0.39655172413793105,0.3983664185277088,0.38604651162790693,0.19731119019375243,0.1992862992371243,0:00:08.726409,BCICIV_II,A02T
bandpass -> PSD => LDA,0.47,0.5172413793103449,0.5172413793103449,0.5172413793103449,0.5172413793103449,0.5166666666666666,0.033333333333333326,0.03333333333333333,0:00:01.428896,BCICIV_II,A04T
Wavelet -> Time Domain Features => LDA,0.469,0.7,0.7083333333333333,0.7,0.6969696969696969,0.7000000000000002,0.4,0.408248290463863,0:00:00.460476,BCICIV_I,BCICIV_calib_ds1e
STD_Scaler => SVM,0.469,0.575,0.5767263427109974,0.575,0.572595851665619,0.575,0.15000000000000002,0.1517165212272521,0:00:00.221159,BCICIV_I,BCICIV_calib_ds1e
PSD -> Time Domain Features -> STD_Scaler => SVM,0.469,0.55,0.55,0.55,0.55,0.55,0.09999999999999998,0.1,0:00:00.026929,BCICIV_I,BCICIV_calib_ds1g
 => SVM,0.469,0.55,0.5505050505050505,0.55,0.5488721804511277,0.5499999999999999,0.09999999999999998,0.10050378152592121,0:00:00.129916,BCICIV_I,BCICIV_calib_ds1e
Wavelet => SVM,0.469,0.45,0.44791666666666663,0.45,0.4444444444444445,0.45,-0.10000000000000009,-0.10206207261596575,0:00:00.049938,BCICIV_I,BCICIV_calib_ds1d
Wavelet => SVM,0.469,0.45,0.44791666666666663,0.45,0.4444444444444445,0.45,-0.10000000000000009,-0.10206207261596575,0:00:00.049938,BCICIV_I,BCICIV_calib_ds1d
PSD -> Time Domain Features -> STD_Scaler => LDA,0.469,0.425,0.424812030075188,0.425,0.42464040025015637,0.425,-0.1499999999999999,-0.15018785229652767,0:00:00.448839,BCICIV_I,BCICIV_calib_ds1b
PSD -> Time Domain Features -> STD_Scaler => XGB,0.466,0.4444444444444444,0.4358585858585859,0.4444444444444444,0.43581871345029244,0.40946502057613166,0.2592592592592593,0.26114676708632284,0:00:01.185600,eeg-mi,S003
Wavelet -> Time Domain Features => XGB,0.465,0.4444444444444444,0.4419191919191919,0.4444444444444444,0.4371345029239766,0.41358024691358025,0.2592592592592593,0.26114676708632284,0:00:01.142549,eeg-mi,S004
Wavelet => KNN,0.462,0.625,0.6278772378516624,0.625,0.6228786926461345,0.625,0.25,0.25286086871208685,0:00:00.030649,BCICIV_I,BCICIV_calib_ds1f
Wavelet => KNN,0.462,0.625,0.6278772378516624,0.625,0.6228786926461345,0.625,0.25,0.25286086871208685,0:00:00.030649,BCICIV_I,BCICIV_calib_ds1f
PSD -> Time Domain Features -> STD_Scaler => KNN,0.462,0.575,0.5767263427109974,0.575,0.572595851665619,0.5750000000000001,0.15000000000000002,0.1517165212272521,0:00:00.008451,BCICIV_I,BCICIV_calib_ds1b
PSD -> Time Domain Features -> STD_Scaler => KNN,0.462,0.55,0.5595238095238095,0.55,0.53125,0.55,0.09999999999999998,0.1091089451179962,0:00:00.007897,BCICIV_I,BCICIV_calib_ds1c
STD_Scaler => LDA,0.457,0.46551724137931033,0.4708200521587945,0.46551724137931033,0.4561364479050798,0.5744186046511628,0.28679095596985327,0.29181356026575317,0:00:08.599149,BCICIV_II,A09T
Wavelet => LDA,0.457,0.41379310344827586,0.40787694388100065,0.41379310344827586,0.40964854111405835,0.5449612403100775,0.21746031746031746,0.21780666066671964,0:00:01.204508,BCICIV_II,A01T
Wavelet => LDA,0.457,0.41379310344827586,0.40787694388100065,0.41379310344827586,0.40964854111405835,0.5449612403100775,0.21746031746031746,0.21780666066671964,0:00:01.204508,BCICIV_II,A01T
Wavelet => LDA,0.457,0.41379310344827586,0.40787694388100065,0.41379310344827586,0.40964854111405835,0.5449612403100775,0.21746031746031746,0.21780666066671964,0:00:01.210997,BCICIV_II,A01T
Wavelet => LDA,0.457,0.41379310344827586,0.40787694388100065,0.41379310344827586,0.40964854111405835,0.5449612403100775,0.21746031746031746,0.21780666066671964,0:00:01.210997,BCICIV_II,A01T
 => KNN,0.456,0.65,0.6515151515151515,0.65,0.6491228070175439,0.65,0.30000000000000004,0.30151134457776363,0:00:00.098563,BCICIV_I,BCICIV_calib_ds1f
 => LDA,0.456,0.6,0.601010101010101,0.6,0.5989974937343359,0.6000000000000001,0.19999999999999996,0.20100756305184242,0:00:54.533260,BCICIV_I,BCICIV_calib_ds1f
PSD -> Time Domain Features -> STD_Scaler => KNN,0.456,0.55,0.55,0.55,0.55,0.55,0.09999999999999998,0.1,0:00:00.007823,BCICIV_I,BCICIV_calib_ds1d
PSD -> Time Domain Features -> STD_Scaler => KNN,0.456,0.5,0.5,0.5,0.48849104859335035,0.5,0.0,0.0,0:00:00.010309,BCICIV_I,BCICIV_calib_ds1e
 => LDA,0.452,0.41379310344827586,0.40270409666961393,0.41379310344827586,0.4054916985951469,0.5038759689922481,0.2190099009900992,0.22014505648309038,0:00:08.880912,BCICIV_II,A01T
 => LDA,0.452,0.41379310344827586,0.40270409666961393,0.41379310344827586,0.4054916985951469,0.5038759689922481,0.2190099009900992,0.22014505648309038,0:00:08.626411,BCICIV_II,A01T
Wavelet => LDA,0.45,0.625,0.6253132832080202,0.625,0.6247654784240151,0.625,0.25,0.25031308716087947,0:00:03.211658,BCICIV_I,BCICIV_calib_ds1c
Wavelet => LDA,0.45,0.625,0.6253132832080202,0.625,0.6247654784240151,0.625,0.25,0.25031308716087947,0:00:03.211658,BCICIV_I,BCICIV_calib_ds1c
STD_Scaler => LDA,0.45,0.625,0.6278772378516624,0.625,0.6228786926461345,0.625,0.25,0.25286086871208685,0:00:48.457462,BCICIV_I,BCICIV_calib_ds1c
STD_Scaler => SVM,0.45,0.5,0.5,0.5,0.48849104859335035,0.5,0.0,0.0,0:00:00.136691,BCICIV_I,BCICIV_calib_ds1f
Wavelet -> Time Domain Features => KNN,0.45,0.475,0.474937343358396,0.475,0.474671669793621,0.475,-0.050000000000000044,-0.05006261743217589,0:00:00.012385,BCICIV_I,BCICIV_calib_ds1e
Wavelet => KNN,0.45,0.45,0.44791666666666663,0.45,0.4444444444444445,0.45,-0.10000000000000009,-0.10206207261596575,0:00:00.051516,BCICIV_I,BCICIV_calib_ds1c
Wavelet => KNN,0.45,0.45,0.44791666666666663,0.45,0.4444444444444445,0.45,-0.10000000000000009,-0.10206207261596575,0:00:00.051516,BCICIV_I,BCICIV_calib_ds1c
STD_Scaler => SVM,0.448,0.46551724137931033,0.46022891915386843,0.46551724137931033,0.44934438938888327,0.3922480620155039,0.28848436881677886,0.29351260766208886,0:00:00.157900,BCICIV_II,A06T
Wavelet => XGB,0.448,0.3448275862068966,0.3477011494252874,0.3448275862068966,0.3451310876994587,0.4844961240310078,0.1253968253968254,0.12574692660906747,0:00:03.580592,BCICIV_II,A01T
Wavelet => XGB,0.448,0.3448275862068966,0.3477011494252874,0.3448275862068966,0.3451310876994587,0.4844961240310078,0.1253968253968254,0.12574692660906747,0:00:03.580592,BCICIV_II,A01T
STD_Scaler => KNN,0.445,0.3055555555555556,0.2130952380952381,0.3055555555555556,0.233764367816092,0.3724279835390947,0.07407407407407407,0.08154778698873298,0:00:00.043982,eeg-mi,S004
 => SVM,0.444,0.625,0.6333333333333333,0.625,0.619047619047619,0.625,0.25,0.25819888974716115,0:00:00.139534,BCICIV_I,BCICIV_calib_ds1f
Wavelet -> Time Domain Features => LDA,0.444,0.5,0.5,0.5,0.4987468671679198,0.5,0.0,0.0,0:00:00.423103,BCICIV_I,BCICIV_calib_ds1d
bandpass -> PSD => XGB,0.444,0.3055555555555556,0.28153409090909093,0.3055555555555556,0.2741758241758241,0.2469135802469136,0.07407407407407407,0.077938511285384,0:00:03.940854,eeg-mi,S003
Wavelet -> Time Domain Features => LDA,0.443,0.6206896551724138,0.6233019853709509,0.6206896551724138,0.6151724137931034,0.6166666666666667,0.23501199040767395,0.24030003692073737,0:00:00.127096,BCICIV_II,A04T
 => SVM,0.443,0.3793103448275862,0.1911978221415608,0.3793103448275862,0.2484787018255578,0.5077519379844961,0.18181818181818177,0.23698652098240217,0:00:00.158109,BCICIV_II,A05T
Wavelet => LDA,0.439,0.41379310344827586,0.4146651896198175,0.41379310344827586,0.39101358411703246,0.47984496124031006,0.22209072978303745,0.2302828950954104,0:00:01.110366,BCICIV_II,A02T
Wavelet => LDA,0.439,0.41379310344827586,0.4146651896198175,0.41379310344827586,0.39101358411703246,0.47984496124031006,0.22209072978303745,0.2302828950954104,0:00:01.110366,BCICIV_II,A02T
Wavelet => LDA,0.439,0.41379310344827586,0.4146651896198175,0.41379310344827586,0.39101358411703246,0.47984496124031006,0.22209072978303745,0.2302828950954104,0:00:01.226854,BCICIV_II,A02T
Wavelet => LDA,0.439,0.41379310344827586,0.4146651896198175,0.41379310344827586,0.39101358411703246,0.47984496124031006,0.22209072978303745,0.2302828950954104,0:00:01.226854,BCICIV_II,A02T
Wavelet => XGB,0.439,0.27586206896551724,0.3094305120167189,0.27586206896551724,0.2846923232041199,0.48992248062015503,0.03677342823250285,0.03778538971953442,0:00:03.012164,BCICIV_II,A02T
Wavelet => XGB,0.439,0.27586206896551724,0.3094305120167189,0.27586206896551724,0.2846923232041199,0.48992248062015503,0.03677342823250285,0.03778538971953442,0:00:03.012164,BCICIV_II,A02T
STD_Scaler => LDA,0.438,0.575,0.5800000000000001,0.575,0.5682539682539682,0.575,0.15000000000000002,0.15491933384829668,0:00:54.364671,BCICIV_I,BCICIV_calib_ds1f
STD_Scaler => SVM,0.438,0.55,0.5505050505050505,0.55,0.5488721804511277,0.55,0.09999999999999998,0.10050378152592121,0:00:00.129653,BCICIV_I,BCICIV_calib_ds1c
Wavelet => SVM,0.438,0.55,0.5505050505050505,0.55,0.5488721804511277,0.5499999999999999,0.09999999999999998,0.10050378152592121,0:00:00.052089,BCICIV_I,BCICIV_calib_ds1e
Wavelet => SVM,0.438,0.55,0.5505050505050505,0.55,0.5488721804511277,0.5499999999999999,0.09999999999999998,0.10050378152592121,0:00:00.052089,BCICIV_I,BCICIV_calib_ds1e
Wavelet => LDA,0.438,0.55,0.5520833333333333,0.55,0.5454545454545454,0.55,0.09999999999999998,0.10206207261596575,0:00:03.465050,BCICIV_I,BCICIV_calib_ds1f
Wavelet => LDA,0.438,0.55,0.5520833333333333,0.55,0.5454545454545454,0.55,0.09999999999999998,0.10206207261596575,0:00:03.465050,BCICIV_I,BCICIV_calib_ds1f
STD_Scaler => KNN,0.438,0.475,0.4686520376175548,0.475,0.44700460829493077,0.475,-0.050000000000000044,-0.055989251095585425,0:00:00.103534,BCICIV_I,BCICIV_calib_ds1e
Wavelet => LDA,0.438,0.425,0.424812030075188,0.425,0.42464040025015637,0.42499999999999993,-0.1499999999999999,-0.15018785229652767,0:00:03.358478,BCICIV_I,BCICIV_calib_ds1e
Wavelet => LDA,0.438,0.425,0.424812030075188,0.425,0.42464040025015637,0.42499999999999993,-0.1499999999999999,-0.15018785229652767,0:00:03.358478,BCICIV_I,BCICIV_calib_ds1e
PSD -> Time Domain Features -> STD_Scaler => SVM,0.437,0.3333333333333333,0.3566849816849817,0.3333333333333333,0.32557026307026304,0.23045267489711935,0.11111111111111116,0.11433239009500588,0:00:00.017954,eeg-mi,S002
Wavelet => SVM,0.435,0.3620689655172414,0.21827291482463898,0.3620689655172414,0.24941013485724184,0.5162790697674419,0.15909090909090906,0.23635269657656274,0:00:00.045171,BCICIV_II,A05T
Wavelet => SVM,0.435,0.3620689655172414,0.21827291482463898,0.3620689655172414,0.24941013485724184,0.5162790697674419,0.15909090909090906,0.23635269657656274,0:00:00.045171,BCICIV_II,A05T
bandpass -> PSD => LDA,0.431,0.725,0.7255639097744361,0.725,0.7248280175109443,0.725,0.44999999999999996,0.450563556889583,0:00:10.996862,BCICIV_I,BCICIV_calib_ds1c
Wavelet => SVM,0.431,0.6,0.6041666666666667,0.6,0.595959595959596,0.5999999999999999,0.19999999999999996,0.2041241452319315,0:00:00.057799,BCICIV_I,BCICIV_calib_ds1f
Wavelet => SVM,0.431,0.6,0.6041666666666667,0.6,0.595959595959596,0.5999999999999999,0.19999999999999996,0.2041241452319315,0:00:00.057799,BCICIV_I,BCICIV_calib_ds1f
Wavelet -> Time Domain Features => SVM,0.431,0.55,0.55,0.55,0.55,0.55,0.09999999999999998,0.1,0:00:15.081579,BCICIV_I,BCICIV_calib_ds1e
PSD -> Time Domain Features -> STD_Scaler => LDA,0.431,0.525,0.5255754475703325,0.525,0.5223130106851037,0.525,0.050000000000000044,0.05057217374241736,0:00:00.412557,BCICIV_I,BCICIV_calib_ds1c
Wavelet -> Time Domain Features => LDA,0.43,0.3055555555555556,0.30934343434343436,0.3055555555555556,0.3065359477124183,0.4773662551440329,0.07407407407407407,0.07430376167671371,0:00:00.409045,eeg-mi,S002
STD_Scaler => LDA,0.43,0.29310344827586204,0.2977453580901857,0.29310344827586204,0.29399761950297026,0.5441860465116278,0.05672352241174117,0.056927202671034224,0:00:08.402037,BCICIV_II,A01T
STD_Scaler => LDA,0.43,0.29310344827586204,0.2977453580901857,0.29310344827586204,0.29399761950297026,0.5441860465116278,0.05672352241174117,0.056927202671034224,0:00:08.644713,BCICIV_II,A01T
STD_Scaler => SVM,0.425,0.42902208201892744,0.42866425509752903,0.42902208201892744,0.42603525550113386,0.4863818090954523,0.23310210246334384,0.234128401465418,0:00:01.007247,BCICIV_II,all
PSD -> Time Domain Features -> STD_Scaler => KNN,0.424,0.4444444444444444,0.46875,0.4444444444444444,0.428502024291498,0.4711934156378601,0.2592592592592593,0.27124449040224496,0:00:00.008014,eeg-mi,S004
Wavelet => KNN,0.417,0.5517241379310345,0.5566133201341913,0.5517241379310345,0.543083353428181,0.4503875968992248,0.4022988505747126,0.4076641881071543,0:00:00.018740,BCICIV_II,A05T
Wavelet => KNN,0.417,0.5517241379310345,0.5566133201341913,0.5517241379310345,0.543083353428181,0.4503875968992248,0.4022988505747126,0.4076641881071543,0:00:00.018740,BCICIV_II,A05T
 => XGB,0.417,0.3448275862068966,0.3566002989217466,0.3448275862068966,0.3448384709160571,0.4968992248062016,0.12643678160919536,0.1278114215810104,0:00:09.648714,BCICIV_II,A01T
bandpass -> PSD => LDA,0.417,0.2222222222222222,0.28041958041958037,0.2222222222222222,0.21758373205741627,0.5246913580246914,-0.03703703703703698,-0.038447322405439625,0:00:05.110682,eeg-mi,S003
Wavelet => LDA,0.413,0.5,0.49933687002652516,0.5,0.48695493523079736,0.4782945736434109,0.3349149861605377,0.3413013761666181,0:00:01.168311,BCICIV_II,A06T
Wavelet => LDA,0.413,0.5,0.49933687002652516,0.5,0.48695493523079736,0.4782945736434109,0.3349149861605377,0.3413013761666181,0:00:01.168311,BCICIV_II,A06T
STD_Scaler => LDA,0.412,0.425,0.4232736572890025,0.425,0.4217473287240729,0.42500000000000004,-0.1499999999999999,-0.1517165212272521,0:00:53.995189,BCICIV_I,BCICIV_calib_ds1e
bandpass -> PSD => KNN,0.41,0.5277777777777778,0.49729437229437234,0.5277777777777778,0.5032738095238094,0.308641975308642,0.37037037037037035,0.3754255278891389,0:00:00.024805,eeg-mi,S002
 => SVM,0.409,0.25862068965517243,0.11203643461288225,0.25862068965517243,0.12628328412384537,0.4232558139534884,0.022727272727272707,0.0501669291630431,0:00:00.149896,BCICIV_II,A01T
 => SVM,0.409,0.25862068965517243,0.11203643461288225,0.25862068965517243,0.12628328412384537,0.4232558139534884,0.022727272727272707,0.0501669291630431,0:00:00.150051,BCICIV_II,A01T
 => KNN,0.406,0.55,0.5520833333333333,0.55,0.5454545454545454,0.55,0.09999999999999998,0.10206207261596575,0:00:00.089875,BCICIV_I,BCICIV_calib_ds1c
STD_Scaler => LDA,0.404,0.5344827586206896,0.5265251989389921,0.5344827586206896,0.5106204207837601,0.49457364341085275,0.3812722244172264,0.39272875353178865,0:00:08.558318,BCICIV_II,A06T
 => KNN,0.404,0.5172413793103449,0.5199889090542448,0.5172413793103449,0.5026188204598999,0.4992248062015504,0.3560666137985725,0.36334294014274787,0:00:00.066563,BCICIV_II,A05T
STD_Scaler => XGB,0.404,0.48264984227129337,0.4867978693405759,0.48264984227129337,0.48247000958872754,0.45142428785607197,0.3056045306405941,0.3064833598108946,0:02:19.077083,BCICIV_II,all
Wavelet => XGB,0.403,0.47634069400630913,0.47804654411233954,0.47634069400630913,0.4759677398107876,0.4555972013993003,0.29783969149887246,0.2983804074430576,0:00:40.923114,BCICIV_II,all
Wavelet => XGB,0.403,0.47634069400630913,0.47804654411233954,0.47634069400630913,0.4759677398107876,0.4555972013993003,0.29783969149887246,0.2983804074430576,0:00:40.923114,BCICIV_II,all
 => XGB,0.403,0.4384858044164038,0.4404101159663256,0.4384858044164038,0.4377255480772922,0.47683658170914545,0.24681981392741303,0.24746144506989584,0:02:14.358901,BCICIV_II,all
Wavelet -> Time Domain Features => XGB,0.403,0.3611111111111111,0.3595238095238095,0.3611111111111111,0.3482142857142857,0.2510288065843621,0.14814814814814814,0.15260951874330314,0:00:01.252538,eeg-mi,S001
PSD -> Time Domain Features -> STD_Scaler => XGB,0.402,0.4722222222222222,0.49355158730158727,0.4722222222222222,0.47840802987861814,0.42592592592592593,0.2962962962962963,0.29845344809865465,0:00:01.189088,eeg-mi,S002
bandpass -> PSD => KNN,0.396,0.4722222222222222,0.49183006535947704,0.4722222222222222,0.452075702075702,0.4938271604938272,0.2962962962962963,0.31210972585634816,0:00:00.025643,eeg-mi,S004
STD_Scaler => XGB,0.396,0.3793103448275862,0.34685598377281945,0.3793103448275862,0.35829162031887274,0.4883720930232558,0.17077045274026992,0.1730574131898599,0:00:09.925684,BCICIV_II,A01T
bandpass -> PSD => XGB,0.396,0.3611111111111111,0.3388278388278388,0.3611111111111111,0.3423971861471862,0.5041152263374485,0.14814814814814814,0.15244318679334118,0:00:03.939981,eeg-mi,S002
PSD -> Time Domain Features -> STD_Scaler => LDA,0.391,0.5,0.5083589278235376,0.5,0.4960815047021943,0.5457364341085271,0.33491498616053783,0.33881311909796213,0:00:00.201450,BCICIV_II,A05T
PSD -> Time Domain Features -> STD_Scaler => LDA,0.391,0.3103448275862069,0.332489349730729,0.3103448275862069,0.31526742733639285,0.5767441860465117,0.08227848101265833,0.08343925967369054,0:00:00.216689,BCICIV_II,A01T
PSD -> Time Domain Features -> STD_Scaler => LDA,0.391,0.3103448275862069,0.332489349730729,0.3103448275862069,0.31526742733639285,0.5767441860465117,0.08227848101265833,0.08343925967369054,0:00:00.213612,BCICIV_II,A01T
Wavelet => SVM,0.391,0.25862068965517243,0.10074374577417175,0.25862068965517243,0.12696728558797526,0.3565891472868217,0.022727272727272707,0.04322214804491774,0:00:00.041154,BCICIV_II,A01T
Wavelet => SVM,0.391,0.25862068965517243,0.10074374577417175,0.25862068965517243,0.12696728558797526,0.3565891472868217,0.022727272727272707,0.04322214804491774,0:00:00.041154,BCICIV_II,A01T
Wavelet => SVM,0.391,0.25862068965517243,0.10074374577417175,0.25862068965517243,0.12696728558797526,0.3565891472868217,0.022727272727272707,0.04322214804491774,0:00:00.044381,BCICIV_II,A01T
Wavelet => SVM,0.391,0.25862068965517243,0.10074374577417175,0.25862068965517243,0.12696728558797526,0.3565891472868217,0.022727272727272707,0.04322214804491774,0:00:00.044381,BCICIV_II,A01T
PSD -> Time Domain Features -> STD_Scaler => SVM,0.389,0.4166666666666667,0.425,0.4166666666666667,0.41950464396284826,0.4423868312757202,0.2222222222222222,0.22268088570756164,0:00:00.016229,eeg-mi,S004
 => SVM,0.388,0.525,0.525062656641604,0.525,0.5247029393370857,0.525,0.050000000000000044,0.05006261743217589,0:00:00.126318,BCICIV_I,BCICIV_calib_ds1c
Wavelet -> Time Domain Features => LDA,0.388,0.3333333333333333,0.32702020202020204,0.3333333333333333,0.32875816993464047,0.5205761316872428,0.11111111111111116,0.11145564251507056,0:00:00.422642,eeg-mi,S001
 => XGB,0.387,0.39655172413793105,0.4032054828200873,0.39655172413793105,0.3940453780553892,0.4573643410852713,0.19731119019375243,0.1992862992371243,0:00:08.896626,BCICIV_II,A02T
STD_Scaler => KNN,0.387,0.3103448275862069,0.30921052631578944,0.3103448275862069,0.29911180773249735,0.5054263565891473,0.07973026576755249,0.0817332798463304,0:00:00.042523,BCICIV_II,A02T
STD_Scaler => KNN,0.387,0.3103448275862069,0.30921052631578944,0.3103448275862069,0.29911180773249735,0.5054263565891473,0.07973026576755249,0.0817332798463304,0:00:00.050532,BCICIV_II,A02T
Wavelet -> Time Domain Features => LDA,0.383,0.5,0.5083573413881943,0.5,0.497610945886808,0.44031007751937984,0.33412509897070464,0.33693390663943157,0:00:00.211339,BCICIV_II,A09T
